Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Order Date,Loyalty_Score,Quantity,Unit_Price,Total_Price,Age_Group
260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13,Debit Card,Annually,2026-01-03 12:00:00,0.40625,1,57.0,57.0,26–35
261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months,2026-01-04 12:00:00,0.2894736842105263,1,57.0,57.0,36–50
262,21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Annually,2026-01-05 12:00:00,1.0,1,77.0,77.0,18–25
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually,2026-01-06 12:00:00,0.16216216216216217,1,40.0,40.0,36–50
264,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly,2026-01-07 12:00:00,1.0740740740740742,1,46.0,46.0,26–35
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually,2026-01-08 12:00:00,0.4166666666666667,1,78.0,78.0,36–50
266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,2026-01-09 12:00:00,0.53125,1,59.0,59.0,26–35
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly,2026-01-10 12:00:00,0.6274509803921569,1,75.0,75.0,51–70
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually,2026-01-11 12:00:00,0.65625,1,54.0,54.0,51–70
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,Monthly,2026-01-12 12:00:00,0.3088235294117647,1,42.0,42.0,51–70
270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,2026-01-13 12:00:00,0.1323529411764706,1,44.0,44.0,51–70
271,33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,2026-01-14 12:00:00,0.48484848484848486,1,52.0,52.0,26–35
272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,Fortnightly,2026-01-15 12:00:00,0.6461538461538462,1,69.0,69.0,51–70
273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,2026-01-16 12:00:00,0.7708333333333334,1,26.0,26.0,36–50
274,69,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly,2026-01-17 12:00:00,0.463768115942029,1,33.0,33.0,51–70
275,59,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,2026-01-18 12:00:00,0.4745762711864407,1,32.0,32.0,51–70
276,48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Yes,Express,Yes,Yes,13,Credit Card,Weekly,2026-01-19 12:00:00,0.2708333333333333,1,85.0,85.0,36–50
277,25,Male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,11,Bank Transfer,Fortnightly,2026-01-20 12:00:00,0.44,1,30.0,30.0,18–25
278,29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly,2026-01-21 12:00:00,1.2413793103448276,1,29.0,29.0,26–35
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually,2026-01-22 12:00:00,0.40350877192982454,1,95.0,95.0,51–70
280,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Yes,Standard,Yes,Yes,37,Bank Transfer,Monthly,2026-01-23 12:00:00,1.608695652173913,1,69.0,69.0,18–25
281,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,2026-01-24 12:00:00,0.4666666666666667,1,69.0,69.0,36–50
282,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22,Debit Card,Bi-Weekly,2026-01-25 12:00:00,0.5789473684210527,1,61.0,61.0,36–50
283,21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,Yes,2-Day Shipping,Yes,Yes,9,Cash,Monthly,2026-01-26 12:00:00,0.42857142857142855,1,94.0,94.0,18–25
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16,Venmo,Annually,2026-01-27 12:00:00,0.5,1,30.0,30.0,26–35
285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly,2026-01-28 12:00:00,0.06349206349206349,1,45.0,45.0,51–70
286,29,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly,2026-01-29 12:00:00,0.10344827586206896,1,39.0,39.0,26–35
287,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually,2026-01-30 12:00:00,0.2222222222222222,1,51.0,51.0,26–35
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly,2026-01-31 12:00:00,0.32142857142857145,1,37.0,37.0,51–70
289,30,Male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,2026-02-01 12:00:00,1.1333333333333333,1,62.0,62.0,26–35
290,49,Male,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly,2026-02-02 12:00:00,0.5306122448979592,1,85.0,85.0,36–50
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly,2026-02-03 12:00:00,0.8620689655172413,1,33.0,33.0,51–70
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,2026-02-04 12:00:00,0.7017543859649122,1,26.0,26.0,51–70
293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24,Cash,Quarterly,2026-02-05 12:00:00,0.4,1,99.0,99.0,51–70
294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,Yes,33,PayPal,Annually,2026-02-06 12:00:00,0.4782608695652174,1,39.0,39.0,51–70
295,70,Male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months,2026-02-07 12:00:00,0.2714285714285714,1,20.0,20.0,51–70
296,53,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly,2026-02-08 12:00:00,0.4528301886792453,1,42.0,42.0,51–70
297,25,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly,2026-02-09 12:00:00,0.76,1,74.0,74.0,18–25
298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,2026-02-10 12:00:00,0.08333333333333333,1,26.0,26.0,36–50
299,69,Male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,11,Venmo,Every 3 Months,2026-02-11 12:00:00,0.15942028985507245,1,53.0,53.0,51–70
300,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,2026-02-12 12:00:00,1.12,1,80.0,80.0,18–25
301,29,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly,2026-02-13 12:00:00,0.8275862068965517,1,98.0,98.0,26–35
302,46,Male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Yes,Standard,Yes,Yes,25,Credit Card,Every 3 Months,2026-02-14 12:00:00,0.5434782608695652,1,95.0,95.0,36–50
303,37,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Every 3 Months,2026-02-15 12:00:00,0.7297297297297297,1,44.0,44.0,36–50
304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly,2026-02-16 12:00:00,2.45,1,60.0,60.0,18–25
305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,2026-02-17 12:00:00,1.125,1,84.0,84.0,36–50
306,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually,2026-02-18 12:00:00,0.43333333333333335,1,59.0,59.0,51–70
307,26,Male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Yes,Express,Yes,Yes,4,Cash,Annually,2026-02-19 12:00:00,0.15384615384615385,1,49.0,49.0,26–35
308,29,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months,2026-02-20 12:00:00,0.10344827586206896,1,32.0,32.0,26–35
309,66,Male,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.7,Yes,Standard,Yes,Yes,45,Venmo,Bi-Weekly,2026-02-21 12:00:00,0.6818181818181818,1,29.0,29.0,51–70
310,66,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,21,Cash,Fortnightly,2026-02-22 12:00:00,0.3181818181818182,1,22.0,22.0,51–70
311,56,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,50,Cash,Fortnightly,2026-02-23 12:00:00,0.8928571428571429,1,85.0,85.0,51–70
312,69,Male,Jeans,Clothing,52,Rhode Island,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,2026-02-24 12:00:00,0.2753623188405797,1,52.0,52.0,51–70
313,38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6,PayPal,Annually,2026-02-25 12:00:00,0.15789473684210525,1,89.0,89.0,36–50
314,42,Male,Dress,Clothing,77,Vermont,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months,2026-02-26 12:00:00,1.1904761904761905,1,77.0,77.0,36–50
315,30,Male,Pants,Clothing,24,New Jersey,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months,2026-02-27 12:00:00,0.5666666666666667,1,24.0,24.0,26–35
316,66,Male,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,4.5,Yes,Express,Yes,Yes,24,Debit Card,Annually,2026-02-28 12:00:00,0.36363636363636365,1,24.0,24.0,51–70
317,36,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46,Venmo,Monthly,2026-03-01 12:00:00,1.2777777777777777,1,22.0,22.0,36–50
318,58,Male,Sweater,Clothing,82,West Virginia,L,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42,Cash,Every 3 Months,2026-03-02 12:00:00,0.7241379310344828,1,82.0,82.0,51–70
319,45,Male,Backpack,Accessories,67,South Dakota,M,Beige,Winter,2.5,Yes,Standard,Yes,Yes,10,Cash,Annually,2026-03-03 12:00:00,0.2222222222222222,1,67.0,67.0,36–50
320,47,Male,Shorts,Clothing,74,Maine,XL,White,Spring,2.6,Yes,Standard,Yes,Yes,1,Cash,Every 3 Months,2026-03-04 12:00:00,0.02127659574468085,1,74.0,74.0,36–50
321,66,Male,Jewelry,Accessories,72,Kansas,L,White,Summer,4.9,Yes,Standard,Yes,Yes,28,Debit Card,Quarterly,2026-03-05 12:00:00,0.42424242424242425,1,72.0,72.0,51–70
322,41,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,2026-03-06 12:00:00,1.170731707317073,1,36.0,36.0,36–50
323,41,Male,Belt,Accessories,95,Tennessee,S,Cyan,Winter,3.0,Yes,Standard,Yes,Yes,47,Credit Card,Monthly,2026-03-07 12:00:00,1.146341463414634,1,95.0,95.0,36–50
324,66,Male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly,2026-03-08 12:00:00,0.4393939393939394,1,78.0,78.0,51–70
325,37,Male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.8,Yes,Standard,Yes,Yes,37,Venmo,Quarterly,2026-03-09 12:00:00,1.0,1,82.0,82.0,36–50
326,70,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,Yes,38,Debit Card,Annually,2026-03-10 12:00:00,0.5428571428571428,1,70.0,70.0,51–70
327,62,Male,Scarf,Accessories,41,New Jersey,M,White,Fall,3.2,Yes,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly,2026-03-11 12:00:00,0.7741935483870968,1,41.0,41.0,51–70
328,61,Male,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,36,PayPal,Weekly,2026-03-12 12:00:00,0.5901639344262295,1,42.0,42.0,51–70
329,48,Male,Coat,Outerwear,50,Florida,M,Yellow,Fall,2.8,Yes,Free Shipping,Yes,Yes,9,Credit Card,Weekly,2026-03-13 12:00:00,0.1875,1,50.0,50.0,36–50
330,70,Male,Socks,Clothing,31,Nevada,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly,2026-03-14 12:00:00,0.4857142857142857,1,31.0,31.0,51–70
331,46,Male,Sweater,Clothing,51,North Dakota,M,Beige,Winter,3.7,Yes,Express,Yes,Yes,43,Venmo,Bi-Weekly,2026-03-15 12:00:00,0.9347826086956522,1,51.0,51.0,36–50
332,31,Male,Shirt,Clothing,98,Florida,L,Beige,Fall,3.3,Yes,Store Pickup,Yes,Yes,46,PayPal,Quarterly,2026-03-16 12:00:00,1.4838709677419355,1,98.0,98.0,26–35
333,19,Male,Shirt,Clothing,86,New York,M,Maroon,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly,2026-03-17 12:00:00,0.2631578947368421,1,86.0,86.0,18–25
334,39,Male,Sweater,Clothing,64,Alaska,M,Teal,Winter,4.5,Yes,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly,2026-03-18 12:00:00,0.38461538461538464,1,64.0,64.0,36–50
335,41,Male,Blouse,Clothing,46,Kansas,M,Lavender,Fall,2.6,Yes,Next Day Air,Yes,Yes,30,Credit Card,Annually,2026-03-19 12:00:00,0.7317073170731707,1,46.0,46.0,36–50
336,20,Male,Sweater,Clothing,85,Oregon,L,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,44,Venmo,Every 3 Months,2026-03-20 12:00:00,2.2,1,85.0,85.0,18–25
337,36,Male,Hat,Accessories,81,Rhode Island,S,Orange,Fall,4.4,Yes,Express,Yes,Yes,16,PayPal,Annually,2026-03-21 12:00:00,0.4444444444444444,1,81.0,81.0,36–50
338,32,Male,Sweater,Clothing,59,New Mexico,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,16,Bank Transfer,Annually,2026-03-22 12:00:00,0.5,1,59.0,59.0,26–35
339,69,Male,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,3.5,Yes,Express,Yes,Yes,16,Cash,Weekly,2026-03-23 12:00:00,0.2318840579710145,1,79.0,79.0,51–70
340,40,Male,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months,2026-03-24 12:00:00,0.525,1,33.0,33.0,36–50
341,40,Male,Shorts,Clothing,47,New Jersey,L,Blue,Summer,3.5,Yes,Express,Yes,Yes,39,Venmo,Every 3 Months,2026-03-25 12:00:00,0.975,1,47.0,47.0,36–50
342,20,Male,Hat,Accessories,20,Utah,S,Blue,Summer,4.6,Yes,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly,2026-03-26 12:00:00,2.0,1,20.0,20.0,18–25
343,64,Male,Coat,Outerwear,36,Kentucky,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months,2026-03-27 12:00:00,0.75,1,36.0,36.0,51–70
344,27,Male,Sandals,Footwear,39,Nebraska,M,Purple,Summer,4.4,Yes,Next Day Air,Yes,Yes,26,Venmo,Monthly,2026-03-28 12:00:00,0.9629629629629629,1,39.0,39.0,26–35
345,24,Male,Skirt,Clothing,71,Virginia,M,Charcoal,Winter,4.0,Yes,Standard,Yes,Yes,46,Debit Card,Monthly,2026-03-29 12:00:00,1.9166666666666667,1,71.0,71.0,18–25
346,48,Male,Shoes,Footwear,59,Wyoming,S,Olive,Winter,4.4,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Annually,2026-03-30 12:00:00,0.5625,1,59.0,59.0,36–50
347,49,Male,Jeans,Clothing,50,New Mexico,L,Violet,Spring,4.7,Yes,Next Day Air,Yes,Yes,5,Cash,Weekly,2026-03-31 12:00:00,0.10204081632653061,1,50.0,50.0,36–50
348,36,Male,Sandals,Footwear,41,Oregon,L,Red,Fall,3.9,Yes,Store Pickup,Yes,Yes,43,PayPal,Fortnightly,2026-04-01 12:00:00,1.1944444444444444,1,41.0,41.0,36–50
349,56,Male,Blouse,Clothing,59,South Carolina,M,Beige,Fall,2.7,Yes,Free Shipping,Yes,Yes,17,PayPal,Fortnightly,2026-04-02 12:00:00,0.30357142857142855,1,59.0,59.0,51–70
350,37,Male,Hat,Accessories,87,Arizona,M,Green,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly,2026-04-03 12:00:00,0.08108108108108109,1,87.0,87.0,36–50
351,42,Male,Sweater,Clothing,68,Kentucky,M,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,47,Bank Transfer,Fortnightly,2026-04-04 12:00:00,1.119047619047619,1,68.0,68.0,36–50
352,28,Male,Skirt,Clothing,90,New York,M,Teal,Winter,3.9,Yes,Standard,Yes,Yes,24,Debit Card,Bi-Weekly,2026-04-05 12:00:00,0.8571428571428571,1,90.0,90.0,26–35
353,27,Male,Jeans,Clothing,71,Texas,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,Yes,12,Cash,Every 3 Months,2026-04-06 12:00:00,0.4444444444444444,1,71.0,71.0,26–35
354,63,Male,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,4.1,Yes,Store Pickup,Yes,Yes,35,Debit Card,Monthly,2026-04-07 12:00:00,0.5555555555555556,1,64.0,64.0,51–70
355,58,Male,Jewelry,Accessories,76,Pennsylvania,S,Olive,Fall,3.0,Yes,Free Shipping,Yes,Yes,42,Venmo,Weekly,2026-04-08 12:00:00,0.7241379310344828,1,76.0,76.0,51–70
356,37,Male,Jewelry,Accessories,42,Oregon,XL,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months,2026-04-09 12:00:00,0.02702702702702703,1,42.0,42.0,36–50
357,56,Male,Pants,Clothing,80,Nevada,L,Black,Spring,3.8,Yes,Standard,Yes,Yes,27,Cash,Weekly,2026-04-10 12:00:00,0.48214285714285715,1,80.0,80.0,51–70
358,18,Male,Belt,Accessories,56,Arkansas,M,Olive,Spring,4.0,Yes,Standard,Yes,Yes,16,Credit Card,Bi-Weekly,2026-04-11 12:00:00,0.8888888888888888,1,56.0,56.0,<18
359,48,Male,Hat,Accessories,25,Minnesota,XL,Magenta,Summer,3.6,Yes,Express,Yes,Yes,36,Credit Card,Every 3 Months,2026-04-12 12:00:00,0.75,1,25.0,25.0,36–50
360,31,Male,Sneakers,Footwear,74,Georgia,M,Olive,Winter,3.0,Yes,Store Pickup,Yes,Yes,30,Credit Card,Every 3 Months,2026-04-13 12:00:00,0.967741935483871,1,74.0,74.0,26–35
361,51,Male,Pants,Clothing,30,Rhode Island,M,Teal,Summer,3.0,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly,2026-04-14 12:00:00,0.35294117647058826,1,30.0,30.0,51–70
362,65,Male,T-shirt,Clothing,96,Nevada,M,White,Spring,2.6,Yes,Free Shipping,Yes,Yes,45,Cash,Annually,2026-04-15 12:00:00,0.6923076923076923,1,96.0,96.0,51–70
363,53,Male,Sneakers,Footwear,64,Texas,M,Charcoal,Fall,3.4,Yes,Free Shipping,Yes,Yes,1,Venmo,Fortnightly,2026-04-16 12:00:00,0.018867924528301886,1,64.0,64.0,51–70
364,55,Male,Shorts,Clothing,88,Florida,L,Yellow,Winter,3.1,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Fortnightly,2026-04-17 12:00:00,0.7636363636363637,1,88.0,88.0,51–70
365,62,Male,Shoes,Footwear,88,North Dakota,L,Charcoal,Summer,3.0,Yes,Free Shipping,Yes,Yes,7,Venmo,Every 3 Months,2026-04-18 12:00:00,0.11290322580645161,1,88.0,88.0,51–70
366,55,Male,Gloves,Accessories,88,West Virginia,XL,Gray,Summer,3.7,Yes,Standard,Yes,Yes,50,PayPal,Quarterly,2026-04-19 12:00:00,0.9090909090909091,1,88.0,88.0,51–70
367,64,Male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,3.5,Yes,Store Pickup,Yes,Yes,37,Venmo,Fortnightly,2026-04-20 12:00:00,0.578125,1,36.0,36.0,51–70
368,52,Male,Dress,Clothing,40,Tennessee,XL,Cyan,Spring,2.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Monthly,2026-04-21 12:00:00,0.34615384615384615,1,40.0,40.0,51–70
369,24,Male,Handbag,Accessories,39,Oklahoma,M,Charcoal,Spring,4.5,Yes,Standard,Yes,Yes,29,Cash,Monthly,2026-04-22 12:00:00,1.2083333333333333,1,39.0,39.0,18–25
370,38,Male,Belt,Accessories,40,Wisconsin,M,Silver,Summer,3.3,Yes,Store Pickup,Yes,Yes,45,PayPal,Quarterly,2026-04-23 12:00:00,1.1842105263157894,1,40.0,40.0,36–50
371,59,Male,Scarf,Accessories,34,Oregon,M,Olive,Winter,3.4,Yes,Express,Yes,Yes,13,PayPal,Weekly,2026-04-24 12:00:00,0.22033898305084745,1,34.0,34.0,51–70
372,27,Male,Sneakers,Footwear,83,North Carolina,S,Pink,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Monthly,2026-04-25 12:00:00,1.7407407407407407,1,83.0,83.0,26–35
373,24,Male,Sweater,Clothing,85,Pennsylvania,L,Orange,Summer,3.7,Yes,Standard,Yes,Yes,7,Debit Card,Weekly,2026-04-26 12:00:00,0.2916666666666667,1,85.0,85.0,18–25
374,23,Male,Coat,Outerwear,27,North Dakota,L,White,Summer,4.6,Yes,Express,Yes,Yes,11,Venmo,Bi-Weekly,2026-04-27 12:00:00,0.4782608695652174,1,27.0,27.0,18–25
375,69,Male,Jewelry,Accessories,78,Ohio,S,Purple,Spring,5.0,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Monthly,2026-04-28 12:00:00,0.5652173913043478,1,78.0,78.0,51–70
376,59,Male,Sunglasses,Accessories,32,Oklahoma,M,Olive,Summer,4.4,Yes,Standard,Yes,Yes,6,Debit Card,Quarterly,2026-04-29 12:00:00,0.1016949152542373,1,32.0,32.0,51–70
377,51,Male,Shoes,Footwear,51,South Carolina,S,Gray,Fall,4.9,Yes,Express,Yes,Yes,2,Venmo,Bi-Weekly,2026-04-30 12:00:00,0.0392156862745098,1,51.0,51.0,51–70
378,63,Male,Scarf,Accessories,32,Maine,M,Silver,Spring,4.1,Yes,Standard,Yes,Yes,39,Credit Card,Every 3 Months,2026-05-01 12:00:00,0.6190476190476191,1,32.0,32.0,51–70
379,54,Male,Dress,Clothing,62,Nevada,L,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,23,Credit Card,Monthly,2026-05-02 12:00:00,0.42592592592592593,1,62.0,62.0,51–70
380,32,Male,T-shirt,Clothing,29,Montana,S,Magenta,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,46,Debit Card,Bi-Weekly,2026-05-03 12:00:00,1.4375,1,29.0,29.0,26–35
381,39,Male,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,3.0,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Weekly,2026-05-04 12:00:00,0.48717948717948717,1,69.0,69.0,36–50
382,66,Male,Jewelry,Accessories,25,Maine,L,Lavender,Winter,3.4,Yes,Store Pickup,Yes,Yes,3,Credit Card,Every 3 Months,2026-05-05 12:00:00,0.045454545454545456,1,25.0,25.0,51–70
383,28,Male,Jeans,Clothing,76,California,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,47,PayPal,Quarterly,2026-05-06 12:00:00,1.6785714285714286,1,76.0,76.0,26–35
384,50,Male,Sunglasses,Accessories,77,West Virginia,S,Magenta,Fall,2.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly,2026-05-07 12:00:00,0.12,1,77.0,77.0,36–50
385,70,Male,Sweater,Clothing,33,California,M,Beige,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,6,Venmo,Annually,2026-05-08 12:00:00,0.08571428571428572,1,33.0,33.0,51–70
386,67,Male,Shorts,Clothing,93,West Virginia,S,Yellow,Fall,2.7,Yes,Next Day Air,Yes,Yes,12,Credit Card,Bi-Weekly,2026-05-09 12:00:00,0.1791044776119403,1,93.0,93.0,51–70
387,64,Male,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,3.4,Yes,Express,Yes,Yes,40,PayPal,Quarterly,2026-05-10 12:00:00,0.625,1,39.0,39.0,51–70
388,45,Male,Coat,Outerwear,93,Georgia,L,Silver,Summer,4.6,Yes,Store Pickup,Yes,Yes,38,PayPal,Fortnightly,2026-05-11 12:00:00,0.8444444444444444,1,93.0,93.0,36–50
389,22,Male,Handbag,Accessories,82,Washington,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,Yes,10,PayPal,Quarterly,2026-05-12 12:00:00,0.45454545454545453,1,82.0,82.0,18–25
390,27,Male,Boots,Footwear,42,Virginia,L,Purple,Spring,4.2,Yes,Standard,Yes,Yes,28,Bank Transfer,Monthly,2026-05-13 12:00:00,1.037037037037037,1,42.0,42.0,26–35
